A'damse code[1];CBS-code;Provincie;Gemeente;Alternatieve namen;Burgemeesters;Bestaan vanaf;Ontstaan uit;Bestaan tot;Opgegaan in;Opmerkingen
10334;1260;Friesland;Hemelumer Oldephaert en Noordwolde;"Hemelumer Oldephaerd en Noordwolde; Hemelumer Oldephaert; Hemelumer-Oldefaart; Hemelumer-Oldeferd; Hemelumer-Oldephaert en Noordwolde";Lijst;01-10-1816;Koudum (naamswijziging);01-01-1956;Hemelumer Oldeferd (naamswijziging);
11162;1076;Gelderland;Hemmen;;Lijst;;;01-07-1955;Valburg;
10359;0248;Gelderland;Hengelo (Gelderland);Hengeloo (Gelderland);Lijst;;;01-01-2005;Bronckhorst;
10636;1077;Zeeland[2];Hengstdijk;Hengsdijk;Lijst;;;01-07-1936;Vogelwaarde;Viel van 14-02-1814 tot 28-04-1814 onder speciaal bestuur, daarna tot 19-09-1814 onder Brabant
10877;0076;Friesland;Hennaarderadeel;;Lijst;01-10-1816;"Oosterend; Wommels";01-01-1984;Littenseradeel;
10181;0401;Noord-Holland;Hensbroek;;Lijst;01-05-1817;Obdam;01-01-1979;Obdam;
10267;1078 (532);Zuid-Holland;Herkingen;"Herkinge; Oud- en Nieuw-Herkingen";Lijst;01-04-1817;Nieuwe Tonge;01-01-1966;Dirksland;
10528;;Gelderland;Hernen;;Lijst;;;01-01-1818;Bergharen;
11262;1079;Noord-Brabant;Herpen;;Lijst;;;01-04-1941;Ravenstein;
10845;1080;Noord-Brabant;Herpt;"Herpt c.a.; Herpt en Bern";Lijst;;;01-05-1935;Heusden;
10138;0919;Limburg;Herten;Herten, Merum en Ool;Lijst;;;01-01-1991;Roermond;
10444;;Gelderland;Herveld;;Lijst;;;01-01-1818;"Loenen en Wolferen; Valburg";
10819;;Gelderland;Herwen;;Lijst;;;01-01-1818;"Herwen en Aerdt; Pannerden";
10819;0249;Gelderland;Herwen en Aerdt;"Herwen; Herwen c.a.; Herwen en Aart";Lijst;01-01-1818;"Herwen (deels); Lobith";01-01-1985;Rijnwaarden;
11266;0250;Gelderland;Herwijnen;;Lijst;;;01-01-1986;Vuren;
10290;0251;Gelderland;Heteren;;Lijst;;;01-01-2001;Overbetuwe;
11308;0533;Zuid-Holland;Heukelum;Heukelom;Lijst;;;01-01-1986;Vuren;
10916;;Gelderland;Heusden (Gelderland);;Lijst;;;01-01-1818;Kesteren;
10840;0920;Limburg;Heythuysen;"Heijthuijsen; Heijthuijzen; Heijthuizen; Heithuizen; Heythuisen; Heythuizen";Lijst;;;01-01-2007;Leudal;
10647;;Gelderland;Hien en Dodewaard;;Lijst;;;01-01-1818;Dodewaard (naamswijziging);
10227;1081;Zuid-Holland;Hillegersberg;"Hillegersberg en Rotteban; Hilligersberg";Lijst;;;01-08-1941;Rotterdam;
10672;0077;Friesland;Hindeloopen;Hindelopen;Lijst;;;01-01-1984;Nijefurd;
10876;1328;Zuid-Holland;Hodenpijl;Hodenpyl;Lijst;01-04-1817;Schipluiden;01-09-1855;Schipluiden;
11072;0673;Zeeland;Hoedekenskerke;;Lijst;;;01-01-1970;Borsele;
10038;0674;Zeeland[2];Hoek;;Lijst;;;01-04-1970;Terneuzen;Viel van 14-02-1814 tot 28-04-1814 onder speciaal bestuur, daarna tot 19-09-1814 onder Brabant
10611;0319;Utrecht;Hoenkoop;"Hoencoop; Hoenkoop en Dijkveld; Honkoop";Lijst;01-01-1818;Polsbroek (Oud) (deels);01-09-1970;Oudewater;
11177;0921;Limburg;Hoensbroek;;Lijst;;;01-01-1982;Heerlen;
11358;0253;Gelderland[2];Hoevelaken;;Lijst;;;01-01-2000;Nijkerk;Viel tot 19-09-1814 onder Utrecht, daarna tot 01-01-1818 onder twee provincies (gebied Stoutenburg was deel van Utrecht)
10065;0799;Noord-Brabant;Hoeven;"De Hoeve en Sint Maartens-polder; Hoeven c.a.; Hoeven en Sint Maartenspolder";Lijst;;;01-01-1997;Halderberge;
10089;1082;Zuid-Holland;Hof van Delft;"'t Hof van Delft; Hof van Delft en Hoog- en Woud-Harnasch";Lijst;01-04-1817;"Pijnacker (deels); Woudt, 't 't Woudt (deels)";01-01-1921;Delft;
10325;1329;Zuid-Holland;Hofwegen;;Lijst;01-04-1817;Bleskensgraaf;01-09-1855;Bleskensgraaf en Hofwegen;
11246;0165;Overijssel;Holten;;Lijst;;;01-01-2001;Rijssen;
11172;;Friesland;Holwerd;;Lijst;01-01-1812;;01-10-1816;Westdongeradeel;
11234;;Noord-Holland;Holysloot;Holijsloot;Lijst;01-05-1817;Ransdorp;01-01-1818;Ransdorp;
11123;0675;Zeeland[2];Hontenisse;;Lijst;;;01-01-2003;Hulst;Viel van 14-02-1814 tot 28-04-1814 onder speciaal bestuur, daarna tot 19-09-1814 onder Brabant
10147;0676;Zeeland[2];Hoofdplaat;;Lijst;;;01-04-1970;Oostburg;Viel van 14-02-1814 tot 28-04-1814 onder speciaal bestuur, daarna tot 19-09-1814 onder Brabant
10163;1330;Zuid-Holland;Hoog en Woud Harnasch;"Hoog en het Woud-Harnasch; Hoog en Woud Harnasch en 't Woud";Lijst;01-04-1817;Woud, 't 't Woud;01-01-1833;Hof van Delft;
11040;0535;Zuid-Holland;Hoogblokland;"Hoog Blokland; Hoog-Blokland";Lijst;;;01-01-1986;Giessenlanden;
10476;0801;Noord-Brabant;Hooge en Lage Mierde;"Hoge en Lage Mierde; Hooge en Lage Mierde en Hulsel; Hooge- en Lagemierde; Hooge- en Lage-Mierde; Mierde";Lijst;;;01-01-1997;Reusel-De Mierden;
11318;0802;Noord-Brabant;Hooge en Lage Zwaluwe;"Hoge en Lage Zwaluwe; Hooge- en Lagezwaluwe; Hooge- en Lage-Zwaluwe; Zwaluwe";Lijst;;;01-01-1997;Made;
11194;;Zeeland;Hoogelande;;Lijst;;;01-01-1816;Grijpskerke;
10657;0800;Noord-Brabant;Hoogeloon, Hapert en Casteren;"Hogeloon, Hapert en Kasteren; Hoogeloon; Hoogeloon c.a.; Hoogloon";Lijst;;;01-01-1997;Bladel;
10835;1331;Zuid-Holland;Hoogeveen (Delfland);;Lijst;01-04-1817;Nootdorp;01-01-1833;Nootdorp;
10755;1332;Zuid-Holland;Hoogeveen (Rijnland);;Lijst;01-04-1817;Hazerswoude;01-09-1855;Benthuizen;
10410;1083;Groningen;Hoogezand;;Lijst;;;01-04-1949;Hoogezand-Sappemeer;
10410;0018;Groningen;Hoogezand-Sappemeer;;Lijst;01-04-1949;"Hoogezand;Sappemeer";01-01-2018;Midden-Groningen;
10642;0403;Noord-Holland;Hoogkarspel;Hoogcarspel;Lijst;;;01-01-1979;Bangert;
10953;1084 (019);Groningen;Hoogkerk;;Lijst;;;01-01-1969;Groningen;
10545;0320;Utrecht;Hoogland;Hooge Land;Lijst;;;01-01-1974;Amersfoort;
10026;1333;Zuid-Holland;Hoogmade;;Lijst;01-04-1817;Koudekerk (Zuid-Holland);01-09-1855;Woubrugge;
10348;1085;Zuid-Holland;Hoogvliet;;Lijst;01-04-1817;Poortugaal;01-05-1934;Rotterdam;
11029;0404;Noord-Holland;Hoogwoud;Hoogwoud en Aardswoud;Lijst;;;01-01-1979;Opmeer;
10516;0536;Zuid-Holland;Hoornaar;;Lijst;01-04-1817;Hoogblokland;01-01-1986;Giessenlanden;
11176;0922;Limburg;Horn;;Lijst;;;01-01-1991;Haelen;
10607;0254;Gelderland;Horssen;Horsen;Lijst;;;01-01-1984;Druten;
11108;0923;Limburg;Horst;;Lijst;;;01-01-2001;Horst aan de Maas;
11111;1086;Limburg;Houthem;"Houtem; Houtheim";Lijst;;;01-10-1940;Valkenburg (Limburg);
11252;1087;Noord-Holland;Houtrijk en Polanen;;Lijst;01-05-1817;Spaarnwoude;22-09-1863;Haarlemmerliede en Spaarnwoude;
10466;0803;Noord-Brabant;Huijbergen;"Huibergen; Huybergen";Lijst;;;01-01-1997;Woensdrecht;
10049;1088;Noord-Brabant;Huisseling en Neerloon;"Huiseling en Neerloon; Huisseling; Huisseling c.a.";Lijst;;;01-05-1923;Ravenstein;
11047;0255;Gelderland;Huissen;"Huisen; Huizen (Gelderland)";Lijst;;;01-01-2001;Bemmel;Huissen was in 1808 door Pruisen aan Nederland afgestaan, op 17-12-1813 werd het aan Pruisen teruggegeven en per 01-06-1816 kwam het weer, en nu definitief, bij Nederland
10525;;Friesland;Huizum;;Lijst;01-01-1812;;01-10-1816;Leeuwarderadeel;
11216;0924;Limburg;Hulsberg;;Lijst;;;01-01-1982;Nuth;
11235;;Gelderland;Hummelo;;Lijst;;;01-01-1818;"Ambt Doetinchem; Hummelo en Keppel";
11235;0256;Gelderland;Hummelo en Keppel;"Hummelo; Hummeloo; Hummeloo en Keppel";Lijst;01-01-1818;"Hummelo (deels); Keppel";01-01-2005;Bronckhorst;
10784;0925;Limburg;Hunsel;;Lijst;;;01-01-2007;Leudal;
11432;;Gelderland;Hurwenen (Oud);;Lijst;;;01-01-1818;Rossum;
11432;1089;Gelderland;Hurwenen;;Lijst;01-01-1821;Rossum;01-07-1955;Rossum;
10815;0078;Friesland;Idaarderadeel;;Lijst;01-10-1816;"Grouw; Roordahuizum";01-01-1984;Boornsterhem;
11062;0102;Friesland;IJlst;Ylst;Lijst;;;01-01-1984;Wymbritseradeel;
10858;0195;Overijssel;IJsselham;;Lijst;01-01-1973;"Blankenham; Kuinre; Oldemarkt";01-01-2001;Steenwijk;
11357;1230;Zuid-Holland;IJsselmonde;"IJselmonde; Oost- en West-IJsselmonde; Ysselmonde";Lijst;;;01-08-1941;Rotterdam;
10641;0191;Overijssel;IJsselmuiden;"IJselmuiden; Ysselmuiden";Lijst;;;01-01-2001;Kampen;
10688;0730;Zeeland[2];IJzendijke;Yzendijke;Lijst;;;01-04-1970;Oostburg;Viel van 14-02-1814 tot 28-04-1814 onder speciaal bestuur, daarna tot 19-09-1814 onder Brabant
11430;1231;Gelderland;IJzendoorn;Yzendoorn;Lijst;01-01-1818;Ochten;01-05-1923;Echteld;
10809;0407;Noord-Holland;Ilpendam;Ilpendam, Purmerland en Den Ilp;Lijst;;;01-01-1991;"Landsmeer; Waterland";
10411;;Utrecht[2];Indijk;;Lijst;01-04-1817;Harmelen;13-01-1821;Harmelen;Viel tot 1 januari 1821 onder Zuid-Holland
10458;0926;Limburg;Itteren;;Lijst;;;01-07-1970;Maastricht;
10190;1090;Limburg;Ittervoort;;Lijst;;;01-07-1942;Hunsel;
10847;1091;Utrecht;Jaarsveld;;Lijst;;;01-01-1943;Lopik;
10256;0927;Limburg;Jabeek;;Lijst;;;01-01-1982;Onderbanken;
10461;0645;Zuid-Holland;Jacobswoude;;Lijst;01-01-1991;"Leimuiden; Rijnsaterwoude; Woubrugge";01-01-2009;Kaag en Braassem;
10645;;Friesland;Jelsum;;Lijst;01-01-1812;;01-10-1816;Leeuwarderadeel;
10481;0408;Noord-Holland;Jisp;;Lijst;;;01-01-1991;Wormerland;
11251;;Friesland;Jorwerd;;Lijst;01-01-1812;;01-10-1816;Baarderadeel;
10022;;Friesland;Joure;;Lijst;01-01-1812;;01-10-1816;Haskerland;
10374;0322;Utrecht;Jutphaas;Jutfaas;Lijst;;;01-07-1971;Nieuwegein;
10724;1334;Noord-Holland;Kalslagen;Kalslagen en Bilderdam;Lijst;01-05-1817;Leimuiden;31-05-1854;Leimuiden;
10554;;Utrecht;Kamerik (Oud);Kamerijk;Lijst;;;01-01-1818;"Gravesloot, 's 's-Gravesloot; Kamerik-Houtdijken; Kamerik-Mijzijde";
10554;0323;Utrecht;Kamerik;;Lijst;08-09-1857;"Gravesloot, 's 's-Gravesloot; Kamerik-Houtdijken; Kamerik-Mijzijde; Teckop";01-01-1989;Woerden;
10554;1335;Utrecht;Kamerik-Houtdijken;"Kamerijk Houtdijke; Kamerik Houtdijken";Lijst;01-01-1818;Kamerik (Oud);08-09-1857;Kamerik;
10555;1336;Utrecht;Kamerik-Mijzijde;"Kamerijk Mijzijde; Kamerik Mijzijde";Lijst;01-01-1818;Kamerik (Oud);08-09-1857;Kamerik;
11197;;Zeeland;Kampensnieuwland;;Lijst;;;01-01-1816;Wissenkerke (Noord-Beveland);
10443;1092;Overijssel;Kamperveen;;Lijst;;;01-01-1937;IJsselmuiden;
10372;0020;Groningen;Kantens;;Lijst;;;01-01-1990;Hefshuizen;
11401;1093;Zuid-Holland;Katendrecht;;Lijst;01-04-1817;Charlois;01-01-1874;Charlois;
10919;1094;Zeeland;Kats;Cats;Lijst;;;01-04-1941;Kortgene;
11218;0679;Zeeland;Kattendijke;"Kattendijke c.a.; Kattendijke en Oost-Beveland";Lijst;;;01-01-1970;Goes;
11136;0409;Noord-Holland;Katwoude;;Lijst;01-05-1817;Monnickendam;01-01-1991;Waterland;
10280;0538;Zuid-Holland;Kedichem;Kedichem en Oosterwijk;Lijst;;;01-01-1986;Leerdam;
10488;;Gelderland;Keppel;;Lijst;;;01-01-1818;Hummelo en Keppel;
10837;1095;Zeeland;Kerkwerve;Kerkwerve, Nieuwerkerke, Rengerskerke en Zuidland;Lijst;;;01-01-1961;Middenschouwen;
10791;0257;Gelderland;Kerkwijk;;Lijst;01-01-1818;Bruchem (naamswijziging);01-01-1999;Zaltbommel;
10890;0929;Limburg;Kessel (Limburg);;Lijst;;;01-01-2010;Peel en Maas;
10625;;Noord-Brabant;Kessel (Noord-Brabant);;Lijst;;;01-01-1821;Alem, Maren en Kessel;
10916;0258;Gelderland;Kesteren;;Lijst;01-01-1818;"Heusden (Gelderland); Lienden (deels)";01-04-2003;Neder-Betuwe (naamswijziging);
10551;1096;Zuid-Holland;Kethel en Spaland;"Ketel; Ketel en Spaland";Lijst;;;01-08-1941;Schiedam;
10319;1337;Zuid-Holland;Kijfhoek;;Lijst;01-04-1817;Rijsoort;19-08-1857;Groote Lindt;
11449;;Zeeland;Klaaskinderenkerke;;Lijst;;;01-01-1813;Duivendijke;
10284;0539;Zuid-Holland;Klaaswaal;;Lijst;;;01-01-1984;Cromstrijen;
10150;1338;Zuid-Holland;Kleine Lindt;Kleine Lind;Lijst;01-04-1817;Heerjansdam;19-08-1857;Heerjansdam;
10519;1339;Zeeland;Kleverskerke;;Lijst;;;02-10-1857;Arnemuiden;
10977;0930;Limburg;Klimmen;Climmen;Lijst;;;01-01-1982;Voerendaal;
10155;0680;Zeeland;Kloetinge;;Lijst;;;01-01-1970;Goes;
10628;0021;Groningen;Kloosterburen;;Lijst;;;01-01-1990;Ulrum;
10656;0804;Noord-Brabant;Klundert;;Lijst;;;01-01-1997;Zevenbergen;
11018;;Friesland;Knijpe, De De Knijpe;;Lijst;01-01-1812;;01-10-1816;Schoterland;
10765;0324;Utrecht;Kockengen;"Kockengen en Spengen; Kok-engen; Kokkengen";Lijst;;;01-01-1989;Breukelen;
10510;0410;Noord-Holland;Koedijk;Koedijk en Huiswaard;Lijst;;;01-10-1972;Sint Pancras;
10892;0681;Zeeland[2];Koewacht;;Lijst;;;01-04-1970;Axel;Viel van 14-02-1814 tot 28-04-1814 onder speciaal bestuur, daarna tot 19-09-1814 onder Brabant
10984;;Friesland;Kollum;;Lijst;01-01-1812;;01-10-1816;Kollumerland en Nieuwkruisland;
11284;1722;Friesland;Kollumerland en Nieuwkruisland;Kollumerland c.a., Kollumerland en Nieuw-Kruisland, Kollumerland en Nieuw Kruisland;Lijst;01-10-1816;"Kollum; Burum; Oudwoude";01-01-2019;Noardeast-Fryslân;
10776;0411;Noord-Holland;Koog aan de Zaan;Koog-aan-de-Zaan;Lijst;;;01-01-1974;Zaanstad;
10914;;Zuid-Holland;Korendijk (Oud);Koorndijk;Lijst;;;01-04-1817;"Goudswaard; Piershil";
10914;0588;Zuid-Holland;Korendijk;;Lijst;01-01-1984;"Goudswaard; Nieuw-Beijerland; Piershil; Zuid-Beijerland";01-01-2019;Hoeksche Waard;
10467;1097 (412);Noord-Holland[2];Kortenhoef;Kortenhoef en Riethoven;Lijst;;;01-08-1966;Graveland (Noord-Holland), 's 's-Graveland (Noord-Holland);Viel van 19-09-1814 tot 01-10-1819 onder Utrecht
10250;0682;Zeeland;Kortgene;Cortgene;Lijst;;;01-01-1995;Noord-Beveland;
10029;0540;Zuid-Holland;Koudekerk (Zuid-Holland);;Lijst;;;01-01-1938;Koudekerk aan den Rijn (naamswijziging);
10029;0540;Zuid-Holland;Koudekerk aan den Rijn;;Lijst;01-01-1938;Koudekerk (Zuid-Holland) (naamswijziging);01-01-1991;Rijneveld;
11428;1098 (683);Zeeland;Koudekerke (Walcheren);;Lijst;;;01-07-1966;Valkenisse (Walcheren);
10334;;Friesland;Koudum;;Lijst;;;01-10-1816;Hemelumer Oldephaert en Noordwolde (naamswijziging);
11038;0684;Zeeland;Krabbendijke;"Krabbendijke c.a.; Krabbendijke en Nieuwlande";Lijst;;;01-01-1970;Reimerswaal;
11367;1099;Zuid-Holland;Kralingen;;Lijst;;;28-02-1895;Rotterdam;
10617;0541;Zuid-Holland;Krimpen aan de Lek;"Krimpen op de Lek; Krimpen-aan-de-Lek";Lijst;;;01-01-1985;Nederlek;
10373;0413;Noord-Holland;Krommenie;"Crommenie; Krommenie en Krommeniedijk";Lijst;;;01-01-1974;Zaanstad;
10077;0685;Zeeland;Kruiningen;Kruininge;Lijst;;;01-01-1970;Reimerswaal;
11148;0167;Overijssel;Kuinre;Kuinder;Lijst;;;01-01-1973;IJsselham;
10775;0414;Noord-Holland;Kwadijk;;Lijst;01-05-1817;Middelie;01-08-1970;Zeevang;
10351;1340;Zuid-Holland;Laagblokland;Laag-Blokland;Lijst;01-04-1817;Molenaarsgraaf;19-08-1857;Ottoland;
10305;1100;Utrecht;Laag-Nieuwkoop;"Laag Nieuwkoop; Laagniekoop; Laag-Nieuwcoop; Laagnieuwkoop; Laagnieuwkoop, Gieltjesdorp en Zuideinde van Portengen";Lijst;01-01-1818;Breukelen (Oud);01-05-1942;Kockengen;
11413;0325;Utrecht;Langbroek;Over- en Neder-Langbroek;Lijst;;;01-01-1996;Wijk bij Duurstede;
10900;1101;Zuid-Holland;Lange Ruige Weide;"Lange en Ruige Weide; Langeruigeweide; Lange-Ruige-Weide; Lange-Ruigeweiden";Lijst;01-01-1818;Waarder;01-02-1964;Driebruggen;
10670;;Zuid-Holland;Langebakkersoord;"Langebakkersoord en Deijffelsbroek; Langebakkersoord en Deiffelsbroek";Lijst;01-04-1817;Pernis;01-07-1826;Pernis;
11127;0543;Zuid-Holland;Langerak;;Lijst;01-04-1817;Goudriaan;01-01-1986;Liesveld;
10770;;Friesland;Langezwaag;;Lijst;01-01-1812;;01-10-1816;Opsterland;
10086;;Friesland;Langweer;;N.v.t.;;;01-10-1816;Doniawerstal (naamswijziging);
10098;0259;Gelderland;Laren (Gelderland);;Lijst;;;01-08-1971;Lochem;
10431;;Utrecht;Lauwerecht;;Lijst;01-01-1818;Utrecht;01-08-1823;Utrecht;
10231;;Gelderland;Lede- en Oudewaard;Lheden en Oudenwaard;Lijst;01-01-1818;Lienden;01-01-1822;Kesteren;
10604;0022;Groningen;Leek;;Lijst;;;01-01-2019;Westerkwartier;
11017;0805;Noord-Brabant;Leende;;Lijst;;;01-01-1997;Heeze-Leende;
11050;0023;Groningen;Leens;;Lijst;;;01-01-1990;Ulrum;
10465;0544;Zuid-Holland;Leerbroek;Leerbroek, Reigerskoop en Middelkoop;Lijst;01-04-1817;Meerkerk;01-01-1986;Zederik;
10685;0545;Zuid-Holland;Leerdam;;Lijst;;;01-01-2019;Vijfheerenlanden;
11142;0326;Utrecht;Leersum;;Lijst;;;01-01-2006;Utrechtse Heuvelrug;
10548;;Gelderland;Leeuwen;;Lijst;;;01-01-1818;Wamel;
10742;;Zuid-Holland;Leidschendam (Oud);Leijdschendam;Lijst;;;01-04-1817;"Stompwijk; Veur";
10742;0548;Zuid-Holland;Leidschendam;Leidsendam;Lijst;01-01-1938;"Stompwijk; Veur";01-01-2002;Leidschendam-Voorburg;
11351;0549;Zuid-Holland[2];Leimuiden;"Leijmuiden; Leijmuiden en Vriezekoop; Leymuiden en Vriesekoop";Lijst;;;01-01-1991;Jacobswoude;Viel tot 01-01-1865 onder Noord-Holland
10050;0550;Zuid-Holland;Lekkerkerk;;Lijst;;;01-01-1985;Nederlek;
10142;;Friesland;Lemmer;;Lijst;01-01-1812;;01-10-1816;Lemsterland;
10142;0082;Friesland;Lemsterland;;Lijst;01-10-1816;"Lemmer; Oosterzee";01-01-2014;De Friese Meren;
10143;;Gelderland;Lent;;Lijst;;;01-01-1818;Elst;
10556;;Gelderland;Leuth;Leut, Leuth (Ubbergen);Lijst;;Pruisen;01-01-1814;;
10930;0551;Zuid-Holland;Lexmond;"Leksmond; Lexmond, Achthoven en Lakerveld";Lijst;;;01-01-1986;Zederik;
10242;0260;Gelderland;Lichtenvoorde;;Lijst;;;01-01-2005;Groenlo;
10487;1673;Zuid-Holland;Liemeer;;Lijst;01-01-1994;Nieuwveen (naamswijziging);01-01-2007;Nieuwkoop;
10390;0806;Noord-Brabant;Liempde;Liemde;Lijst;;;01-01-1996;Boxtel;
11093;0261;Gelderland;Lienden;;Lijst;;;01-01-1999;Buren;
10241;0552;Zuid-Holland;Lier, De De Lier;;Lijst;;;01-01-2004;Westland;
11279;1102;Noord-Brabant;Lierop;;Lijst;;;01-05-1935;Someren;
10637;0807;Noord-Brabant;Lieshout;;Lijst;;;01-01-1997;Laarbeek;
10851;0081;Friesland;Leeuwarderadeel;;Lijst;01-10-1816;Huizum, Jelsum, Stiens, Wirdum;01-01-2018;Leeuwarden;
11205;0694;Zuid-Holland;Liesveld;;Lijst;;;01-01-2013;Molenwaard;
11124;0931;Limburg;Limbricht;Limbrecht;Lijst;;;01-01-1982;Sittard;
11370;0418;Noord-Holland;Limmen;;Lijst;01-05-1817;Heiloo;01-01-2002;Castricum;
11305;1103;Noord-Brabant;Linden;;Lijst;;;01-08-1942;"Beers; Cuijk en Sint Agatha";
11376;0733;Gelderland;Lingewaal;;Lijst;03-01-1987;Vuren (naamswijziging);01-01-2019;West Betuwe;
10990;0932;Limburg;Linne;;Lijst;;;01-01-1991;Maasbracht;
11324;0328;Utrecht[2];Linschoten;;Lijst;;;01-01-1989;Montfoort;Viel van 19-09-1814 tot 01-04-1817 onder twee provincies (gebied Snelrewaard was deel van Zuid-Holland)
10507;;Friesland;Lippenhuizen;;Lijst;01-01-1812;;01-10-1816;Opsterland;
11219;0808;Noord-Brabant;Lith;Lit;Lijst;;;01-01-2011;Oss;
10024;1104;Noord-Brabant;Lithoijen;"Lithooijen; Litooien; Littooien";Lijst;;;01-01-1939;Lith;
10422;0103;Friesland;Littenseradeel;;Lijst;01-01-1984;"Baarderadeel; Hennaarderadeel";26-01-1985;Littenseradiel (naamswijziging);
10422;0140;Friesland;Littenseradiel;;Lijst;26-01-1985;Littenseradiel (naamswijziging);01-01-2018;"Leeuwarden; Súdwest-Fryslân; Waadhoeke";
10719;;Gelderland;Lobith;;Lijst;01-03-1817;Pruisen;01-01-1818;Herwen en Aerdt;
11202;;Utrecht[2];Loenen (Oud);;Lijst;;;01-05-1817;Stichts Loenen (naamswijziging);Viel tot 19-09-1814 onder Noord-Holland, daarna tot 01-05-1817 onder twee provincies (gebied Loenen-Kronenburg was deel van Noord-Holland, de rest viel onder Utrecht)
11202;0329;Utrecht;Loenen;;Lijst;01-01-1820;Loenen-Kronenburg, Stichts Loenen;01-01-2011;Stichtse Vecht;
10234;;Gelderland;Loenen (Gelderland);;Lijst;01-01-1812;Apeldoorn (deels);01-01-1818;Apeldoorn;
10423;1341;Gelderland;Loenen en Wolferen;Loenen en Wolveren;Lijst;01-01-1818;Herveld;22-05-1854;Valburg;
11439;;Utrecht[2];Loenen-Kronenburg;"Hollandsch Loenen; Loenen-Kronenburgsgerecht";Lijst;01-05-1817;Loenen (Oud);01-01-1820;Loenen;Viel tot 01-10-1819 onder Noord-Holland
10208;1105;Utrecht;Loenersloot;Loenersloot, Oukoop en Ter Aa;Lijst;01-01-1818;Stichts Loenen;01-04-1964;Breukelen;
11045;1106;Overijssel;Lonneker;;Lijst;;;01-05-1934;Enschede;
10317;;Zeeland;Looperskapelle;;Lijst;;;01-01-1813;Duivendijke;
10639;0330;Utrecht[2];Loosdrecht;Oud- en Nieuw-Loosdrecht;Lijst;;;01-01-2002;Wijdemeren;Viel van 19-09-1814 tot 01-10-1819 onder Noord-Holland
10997;1107;Zuid-Holland;Loosduinen;;Lijst;;;01-07-1923;Gravenhage, 's 's-Gravenhage;
10653;;Gelderland;Lunteren;;Lijst;01-01-1812;Ede (deels);01-01-1818;Ede;
10011;0810;Noord-Brabant[2];Luyksgestel;"Luijksgestel; Luikgestel; Luiksgestel";Lijst;;;01-01-1997;Bergeyk;Viel tot 20-01-1819 onder de provincie Antwerpen
11143;0811;Noord-Brabant;Maarheeze;"Maarhees; Maarheze";Lijst;;;01-01-1997;Budel;
10392;0332;Utrecht;Maarn;Maarn en Maarsbergen;Lijst;01-01-1818;Doorn;01-01-2006;Utrechtse Heuvelrug;
10191;0333;Utrecht;Maarssen;Maarsen;Lijst;;;01-01-2011;Stichtse Vecht;
10171;1342;Utrecht;Maarssenbroek;;Lijst;01-01-1818;Maarssen;08-09-1857;Maarssen;
10874;1108;Utrecht;Maarsseveen;Maarseveen;Lijst;01-01-1818;Tienhoven (Utrecht);01-07-1949;Maarssen;
10691;0334;Utrecht;Maartensdijk;Maartensdijk c.a.;Lijst;;;01-01-2001;Bilt, De De Bilt;
10692;;Gelderland;Maasbommel;Maas-Bommel;Lijst;;;01-01-1818;Appeltern;
10964;0933;Limburg;Maasbracht;;Lijst;;;01-01-2007;Maasgouw;
11352;0934;Limburg;Maasbree;;Lijst;14-02-1818;Bree (naamswijziging);01-01-2010;Peel en Maas;
11019;0554;Zuid-Holland;Maasdam;Maasdam, Sint Anthonijpolder en Cillaarshoek;Lijst;;;01-01-1984;Binnenmaas;
10370;1671;Noord-Brabant;Maasdonk;;Lijst;01-01-1993;"Geffen; Nuland";01-01-2015;"Hertogenbosch, 's 's-Hertogenbosch; Oss";
10532;1109;Noord-Brabant;Maashees en Overloon;"Maashees; Maashees c.a.";Lijst;;;01-05-1942;Vierlingsbeek;
10393;0555;Zuid-Holland;Maasland;Maasland met Burgersdijk;Lijst;;;01-01-2004;Midden-Delfland;
11261;1110;Limburg;Maasniel;;Lijst;;;01-08-1959;Roermond;
10258;1665;Noord-Brabant;Made;;Lijst;01-01-1997;"Hooge en Lage Zwaluwe; Made en Drimmelen; Terheijden";25-04-1998;Drimmelen (naamswijziging);
10258;0812;Noord-Brabant;Made en Drimmelen;"Made; Made c.a.";Lijst;;;01-01-1997;Made;
10480;;Zeeland;Maire;;Lijst;;;01-01-1816;Rilland;
10926;;Friesland;Makkum;;Lijst;01-01-1812;;01-10-1816;Wonseradeel;
10495;;Noord-Brabant;Maren;;Lijst;;;01-01-1821;Alem, Maren en Kessel;
11243;0936;Limburg;Margraten;;Lijst;;;01-01-2011;Eijsden-Margraten;
11221;0686;Zeeland;Mariekerke;;Lijst;01-07-1966;"Aagtekerke; Grijpskerke; Meliskerke";01-01-1997;Veere;
11382;0169;Overijssel;Markelo;Markeloo;Lijst;01-07-1818;Goor;01-01-2001;Hof van Twente;
10901;0419;Noord-Holland;Marken;;Lijst;;;01-01-1991;Waterland;
10475;;Friesland;Marrum;;Lijst;01-01-1812;;01-10-1816;Ferwerderadeel;
10778;;Friesland;Marsum;;Lijst;01-01-1812;;01-10-1816;Menaldumadeel;
11431;0025;Groningen;Marum;;Lijst;;;01-01-2019;Westerkwartier;
10300;0264;Gelderland;Maurik;;Lijst;;;01-01-1999;Buren;
10304;0026;Groningen;Meeden;Meden;Lijst;;;01-01-1990;Oosterbroek;
