A'damse code[1];CBS-code;Provincie;Gemeente;Alternatieve namen;Burgemeesters;Bestaan vanaf;Ontstaan uit;Bestaan tot;Opgegaan in;Opmerkingen
10677;0854;Noord-Brabant;Teteringen;;Lijst;;;01-01-1997;Breda;
10403;;Noord-Holland[2];Thamen;Tamen;Lijst;01-01-1818;Uithoorn;10-02-1820;Uithoorn;Viel tot 01-10-1819 onder Utrecht
11195;0977;Limburg;Thorn;Torn;Lijst;;;01-01-2007;Maasgouw;
10035;1202;Utrecht;Tienhoven (Utrecht);;Lijst;;;01-07-1957;Maarssen;
10706;0618;Zuid-Holland;Tienhoven (Zuid-Holland);;Lijst;01-04-1817;Ameide;01-01-1986;Zederik;
11241;0094;Friesland;Tietjerksteradeel;"Tietsjerksteradeel; Titjerksteradeel";Lijst;01-10-1816;"Bergum; Hardegarijp; Oenkerk; Oostermeer";01-01-1989;Tytsjerksteradiel (naamswijziging);
10157;;Friesland;Tjalleberd;;Lijst;;;01-10-1816;Aengwirden (naamswijziging);
11196;;Friesland;Tjerkwerd;;Lijst;01-01-1812;;01-10-1816;Wonseradeel;
10404;;Friesland;Tjum;Tzum;Lijst;01-01-1812;;01-10-1816;Franekeradeel;
10415;;Utrecht;Tolsteeg;;Lijst;01-01-1818;"Jutphaas (deels); Utrecht (deels)";01-08-1823;Utrecht;
11240;1203;Noord-Brabant;Tongelre;;Lijst;;;01-01-1920;Eindhoven;
10794;1204;Limburg;Tudderen;Tüddern;Lijst;23-04-1949;Duitsland;01-08-1963;Duitsland;
11022;1205;Utrecht;Tull en 't Waal;"Tuijll en 't Waal; Tul; Tull en 't Waal; Tulle-en-'t Waal";Lijst;01-01-1818;Schalkwijk;01-01-1962;Houten;
10846;;Gelderland;Twello;;Lijst;01-01-1812;Voorst (deels);01-01-1818;Voorst;
10371;0449;Noord-Holland;Twisk;;Lijst;;;01-01-1979;Noorder-Koggenland;
10146;0978;Limburg;Ubach over Worms;Ubach-over-Worms;Lijst;;;01-01-1982;Landgraaf;
10408;0282;Gelderland;Ubbergen;;Lijst;01-01-1818;"Beek (Berg en Dal); Ooij en Persingen";01-01-2015;Groesbeek;
11268;0857;Noord-Brabant;Udenhout;;Lijst;;;01-01-1997;Tilburg;
11137;0043;Groningen;Uithuizen;;Lijst;;;01-01-1979;Hefshuizen;
10246;0044;Groningen;Uithuizermeeden;"Uithuistermeden; Uithuistermeeden; Uithuister-Meeden; Uithuizermeden";Lijst;;;01-01-1979;Hefshuizen;
11220;0979;Limburg;Ulestraten;;Lijst;;;01-01-1982;Meerssen;
10180;0045;Groningen;Ulrum;;Lijst;;;01-01-1992;Marne, De De Marne (naamswijziging);
10005;;Friesland;Ureterp;;Lijst;01-01-1812;;01-10-1816;Opsterland;
10700;0980;Limburg;Urmond;;Lijst;;;01-01-1982;Stein (Limburg);
10696;0452;Noord-Holland;Ursem;"Rustenburg, Ursem en Braak; Ursem, Rustenburg en de Braak; Ursum";Lijst;;;01-01-1979;Wester-Koggenland;
11035;0046;Groningen;Usquert;"Uskwerd; Uskwert";Lijst;;;01-01-1990;Hefshuizen;
10140;0095;Friesland;Utingeradeel;;Lijst;01-10-1816;"Akkrum; Oldeboorn";01-01-1984;Boornsterhem;
11380;;Gelderland;Vaassen;;Lijst;01-01-1812;Epe (deels);01-01-1818;Epe;
10509;;Limburg;Vaesrade;;Lijst;;;26-07-1821;Nuth;
11071;0283;Gelderland;Valburg;;Lijst;01-01-1818;"Elst (deels); Herveld";01-01-2001;Overbetuwe;
11077;1252;Limburg;Valkenburg (Limburg);;Lijst;;;15-07-1941;Valkenburg-Houthem (naamswijziging);
10028;0619;Zuid-Holland;Valkenburg (Zuid-Holland);;Lijst;01-04-1817;Katwijk;01-01-2006;Katwijk;
11077;0982;Limburg;Valkenburg-Houthem;Valkenburg Houthem;Lijst;15-07-1941;Valkenburg (Limburg) (naamswijziging);01-01-1982;Valkenburg aan de Geul;
10779;0720;Zeeland;Valkenisse (Walcheren);;Lijst;01-07-1966;"Biggekerke; Koudekerke (Walcheren); Zoutelande";01-01-1997;Veere;
11444;;Zeeland;Valkenisse (Zuid-Beveland);;Lijst;;;01-01-1816;Waarde;
11064;0284;Gelderland;Varik;;Lijst;;;01-01-1978;Neerijnen;
10318;;Gelderland;Varsseveld;;Lijst;01-01-1812;Wisch (deels);01-01-1818;Wisch;
10015;0859;Noord-Brabant[2];Veen;;Lijst;;;01-01-1973;Aalburg;Viel van 19-09-1814 tot 10-02-1815 onder Zuid-Holland
10718;1384;Noord-Holland;Veenhuizen;;Lijst;01-05-1817;Heerhugowaard;31-05-1854;Heerhugowaard;
10032;;Friesland;Veenwouden;;Lijst;01-01-1812;;01-10-1816;Dantumadeel;
10966;;Gelderland;Veessen;;Lijst;01-01-1812;Heerde (deels);01-01-1818;Heerde;
10985;0860;Noord-Brabant;Veghel;;Lijst;;;01-01-2017;Meierijstad;
10202;;Limburg;Velden;;Lijst;;;01-01-1816;Arcen en Velden (naamswijziging);
10071;1206;Noord-Brabant;Veldhoven en Meerveldhoven;"Veldhoven c.a.; Veldhoven en Mereveldhoven";Lijst;;;01-05-1921;Veldhoven;
10713;1207;Utrecht;Veldhuizen;;Lijst;01-01-1818;Harmelen;01-01-1954;Vleuten-De Meern;
10698;;Gelderland;Velp (Gelderland);;Lijst;01-01-1812;"Rheden (deels); Rozendaal (Gelderland)";01-01-1818;"Rheden; Rozendaal (Gelderland)";
10170;1208;Noord-Brabant;Velp (Noord-Brabant);;Lijst;;;01-07-1942;Grave;
10433;0454;Noord-Holland;Venhuizen;Venhuizen en Hem;Lijst;;;01-01-2006;Drechterland;
10541;1385;Zuid-Holland;Vennip, De De Vennip;Vennep;Lijst;01-04-1817;Hillegom;15-08-1855;Hillegom;
10275;1386;Gelderland;Verwolde;;Lijst;01-01-1818;Laren (Gelderland);22-05-1854;Laren (Gelderland);
11414;0862;Noord-Brabant;Vessem, Wintelre en Knegsel;"Vessem; Vessem c.a.";Lijst;;;01-01-1997;Eersel;
10366;1209;Zuid-Holland;Veur;Veur en Noordzijde van Leidschendam;Lijst;01-04-1817;Leidschendam (Oud);01-01-1938;Leidschendam;
10887;0620;Utrecht;Vianen;;Lijst;;;01-01-2019;Vijfheerenlanden;Vianen behoorde tot 01-01-2002 tot de provincie Zuid-Holland
10066;0863;Noord-Brabant;Vierlingsbeek;;Lijst;;;01-01-1998;Boxmeer;
11056;0621;Zuid-Holland;Vierpolders;"Nieuwland [Briels]; Vier Polders; Vierpolders of het Nieuwland";Lijst;01-04-1817;Zwartewaal;01-01-1980;Brielle;
11048;1387;Utrecht;Vinkeveen;Vinkeveen en Demmerik;Lijst;;;01-01-1841;Vinkeveen en Waverveen;
11048;0346;Utrecht;Vinkeveen en Waverveen;"Vinkeveen; Vinkeveen c.a.";Lijst;01-01-1841;"Vinkeveen; Waverveen";01-01-1989;Ronde Venen, De De Ronde Venen;
10790;1210;Zuid-Holland;Vlaardinger-Ambacht;"Vlaardinger Ambacht; Vlaardingerambacht; Vlaardinger-Ambacht en Babberspolder";Lijst;01-04-1817;Vlaardingen;01-08-1941;Vlaardingen;
11249;0048;Groningen;Vlagtwedde;;Lijst;;;01-01-2018;Westerwolde;
11120;0132;Drenthe;Vledder;;Lijst;13-07-1819;Diever (deels);01-01-1998;Westerveld;
10658;1211;Utrecht;Vleuten;;Lijst;;;01-01-1954;Vleuten-De Meern;
10658;0347;Utrecht;Vleuten-De Meern;;Lijst;01-01-1954;"Haarzuilens; Oudenrijn (deels); Veldhuizen; Vleuten";01-01-2001;Utrecht;
10268;1212;Noord-Brabant;Vlierden;;Lijst;;;01-01-1926;Deurne;
10090;1388;Zuid-Holland;Vliet;"Ratelsvliet; Vliet of Ratelsvliet";Lijst;01-04-1817;Polsbroek (Oud) (deels);01-01-1846;Haastrecht;
11293;0864;Noord-Brabant;Vlijmen;;Lijst;01-01-1821;Vlijmen en Engelen;01-01-1997;Heusden;
11293;;Noord-Brabant;Vlijmen en Engelen;;Lijst;;;01-01-1821;"Engelen; Vlijmen";
11174;0623;Zuid-Holland;Vlist;;Lijst;01-01-1985;"Haastrecht; Stolwijk";01-01-2015;Krimpenerwaard;
10644;0985;Limburg;Vlodrop;;Lijst;;;01-01-1991;Melick en Herkenbosch;
10100;0719;Zeeland;Vogelwaarde;;Lijst;01-07-1936;"Boschkapelle; Hengstdijk; Ossenisse; Stoppeldijk";01-04-1970;Hontenisse;
11088;;Overijssel;Vollenhove (Oud);;Lijst;;;01-07-1818;"Ambt Vollenhove; Stad Vollenhove";
11088;0185;Overijssel;Vollenhove;;Lijst;01-02-1942;"Ambt Vollenhove; Stad Vollenhove";01-01-1973;Brederwiede;
11103;0624;Zuid-Holland;Voorburg;;Lijst;;;01-01-2002;Leidschendam-Voorburg;
10017;0625;Zuid-Holland;Voorhout;;Lijst;01-04-1817;Sassenheim;01-01-2006;Teylingen;
11425;;Gelderland;Voorthuizen;;Lijst;01-01-1812;Barneveld (deels);01-01-1818;Barneveld;
10957;0286;Gelderland;Vorden;;Lijst;;;01-01-2005;Bronckhorst;
10898;1213;Utrecht[2];Vreeland;;Lijst;;;01-04-1964;Loenen;Viel tot 19-09-1814 onder Noord-Holland
10441;0348;Utrecht;Vreeswijk;Vreeswijk of de Vaart;Lijst;;;01-07-1971;Nieuwegein;
10630;0133;Drenthe;Vries;Fries;Lijst;;;01-01-1998;Zuidlaren;
10643;0186;Overijssel;Vriezenveen;"Friezenveen; Vriesenveen";Lijst;;;01-06-2002;Twenterand (naamswijziging);
10429;;Zeeland;Vrijberge;;Lijst;;;01-01-1813;Oud-Vossemeer;
10767;1390;Zuid-Holland;Vrije en Lage Boekhorst;"Lage Boekhorst; Lage Boekhorst, De; Vrije- en Lage-Boekhorst";Lijst;01-04-1817;Noordwijkerhout;15-08-1855;Alkemade;
10853;1215;Zuid-Holland;Vrijenban;"Vrijeban; Vrijenban met Biesland; Vryenban";Lijst;01-04-1817;Delft;01-01-1921;Delft;
10482;;Zuid-Holland;Vrijhoef en Kalverbroek;Vrijhoef en Kalverenbroek;Lijst;01-04-1817;Reeuwijk;01-01-1827;Stein (Zuid-Holland);
10870;1216;Noord-Brabant;Vrijhoeve-Capelle;"Vrijhoeve Capelle; Vrijhoeve-Cappelle; Vrijhoevekapelle; Vrijhoeve-Kapelle; Vrijhoeven Capelle; Vrijhoeven Cappel; Vrijhoeven-Kapel";Lijst;;;01-01-1923;Sprang-Capelle;
10615;1391;Zuid-Holland;Vrijhoeven;"De Vrijen Hoef; Vrijenhoeven";Lijst;01-04-1817;Ter Aar;01-01-1841;Ter Aar;
10614;;Friesland;Vrouwenparochie;Vrouweparochie;Lijst;;;01-10-1816;Bildt, Het Het Bildt;
10635;1214 (720);Zeeland;Vrouwenpolder;"Onze Lieve Vrouwenpolder; Vrouwenpolder, Zandijk-Buiten en Schellag; Vrouwepolder; Vrouwepolder c.a.";Lijst;;;01-07-1966;Veere;
11376;0287;Gelderland;Vuren;;Lijst;01-01-1818;Dalem (naamswijziging);03-01-1987;Lingewaal (naamswijziging);
11441;1392;Utrecht;Vuursche, De De Vuursche;;Lijst;01-01-1818;Baarn;08-09-1857;Baarn;
10082;0721;Zeeland;Waarde;"Waarde c.a.; Waarde en Valkenisse";Lijst;;;01-01-1970;Reimerswaal;
10238;0288;Gelderland;Waardenburg;;Lijst;;;01-01-1978;Neerijnen;
10830;1217;Zuid-Holland[2];Waarder;;Lijst;;;01-02-1964;Driebruggen;Viel tot 19-09-1814 onder Utrecht, vervolgens tot 01-01-1818 onder twee provincies (gebieden Lange Ruige Weide, Oukoop, en Papekop onder Utrecht, de rest onder Zuid-Holland)
10081;;Zuid-Holland;Waddinxveen (Oud);;Lijst;01-01-1812;"Noord-Waddinxveen; Zuid-Waddinxveen";01-04-1817;"Noord-Waddinxveen; Zuid-Waddinxveen";
10201;1218;Gelderland;Wadenoijen;"Wadenooien; Wadenooijen";Lijst;01-01-1818;Zoelen;01-07-1956;Tiel;
10042;0290;Gelderland;Wamel;;Lijst;;;01-07-1985;West Maas en Waal (naamswijziging);
10105;0187;Overijssel;Wanneperveen;;Lijst;;;01-01-1973;Brederwiede;
10265;0868;Noord-Brabant;Wanroij;"Wanrooi; Wanrooij; Wanroy";Lijst;;;01-01-1994;St. Anthonis;
10991;0987;Limburg;Wanssum;Wansum;Lijst;;;01-07-1969;Meerlo-Wanssum;
11073;0455;Noord-Holland;Warder;;Lijst;01-05-1817;Middelie;01-08-1970;Zeevang;
10498;0049;Groningen;Warffum;Warfum;Lijst;;;01-01-1990;Hefshuizen;
10221;0456;Noord-Holland;Warmenhuizen;;Lijst;;;01-01-1990;Harenkarspel;
10204;0628;Zuid-Holland;Warmond;;Lijst;;;01-01-2006;Teylingen;
10838;0291;Gelderland;Warnsveld;;Lijst;;;01-01-2005;Zutphen;
10402;0869;Noord-Brabant;Waspik;;Lijst;;;01-01-1997;Waalwijk;
11122;1219;Noord-Holland;Watergraafsmeer;Watergraafs-Meer;Lijst;01-05-1817;Diemen;01-01-1921;Amsterdam;
11329;0630;Zuid-Holland;Wateringen;;Lijst;;;01-01-2004;Westland;
10352;0722;Zeeland[2];Waterlandkerkje;;Lijst;;;01-04-1970;Oostburg;Viel van 14-02-1814 tot 28-04-1814 onder speciaal bestuur, daarna tot 19-09-1814 onder Brabant
11365;1393;Utrecht[2];Waverveen;Waverveen en Waveren;Lijst;;;01-01-1841;Vinkeveen en Waverveen;Viel tot 01-10-1819 onder Noord-Holland
10247;1220 (050);Groningen;Wedde;;Lijst;;;01-09-1968;Bellingwedde;
10893;0188;Overijssel;Weerselo;Weerseloo;Lijst;;;01-01-2001;Denekamp;
10377;1221 (458);Noord-Holland;Weesperkarspel;"Weesper Carspel; Weespercarspel; Weesperkarspel en Hoogbijlmer";Lijst;01-05-1817;Weesp;01-08-1966;Amsterdam;
11116;0292;Gelderland[2];Wehl;Weel;Lijst;17-12-1813;Zeddam;01-01-2005;Doetinchem;Viel van 17-12-1813 tot 01-06-1816 onder Pruisen
11145;0723;Zeeland;Wemeldinge;;Lijst;;;01-01-1970;Kapelle;
10116;1222;Noord-Brabant[2];Werken en Sleeuwijk, De De Werken en Sleeuwijk;"De Werken; De Werken c.a.";Lijst;;;01-10-1950;Werkendam;Viel van 19-09-1814 tot 10-02-1815 onder Zuid-Holland
10078;0870;Noord-Brabant;Werkendam;;Lijst;;;01-01-2019;Altena;Viel van 19-09-1814 tot 10-02-1815 onder Zuid-Holland
11299;1223;Utrecht;Werkhoven;;Lijst;;;01-09-1964;Bunnik;
11270;0459;Noord-Holland;Wervershoof;;Lijst;01-05-1817;Andijk;01-01-2011;Medemblik;
10127;0989;Limburg;Wessem;Wessum;Lijst;;;01-01-1991;Heel;
10943;1394;Zuid-Holland;West-Barendrecht;"West Barendrecht; West-Barendrecht en Carnisse";Lijst;01-04-1817;Barendrecht (Oud);01-01-1837;Oost- en West- Barendrecht;
10145;1224;Utrecht;Westbroek;;Lijst;;;01-07-1957;Maartensdijk;
10129;0097;Friesland;Westdongeradeel;West-Dongeradeel;Lijst;01-10-1816;"Holwerd; Nes; Ternaard";01-01-1984;Dongeradeel;
10915;0724;Zeeland[2];Westdorpe;;Lijst;;;01-04-1970;Sas van Gent;Viel van 14-02-1814 tot 28-04-1814 onder speciaal bestuur, daarna tot 19-09-1814 onder Brabant
11027;;Zeeland;Westenschouwen;;Lijst;;;01-01-1816;Burgh;
11095;0134;Drenthe;Westerbork;;Lijst;;;01-01-1998;Middenveld;
11041;0871;Noord-Brabant;Westerhoven;;Lijst;;;01-01-1997;Bergeyk;
10354;0558;Noord-Holland;Wester-Koggenland;;Lijst;01-01-1979;"Avenhorn; Berkhout; Oudendijk; Ursem";01-01-2007;Koggenland;
11378;;Groningen;Westerlee;;Lijst;;;01-08-1821;Scheemda;
10701;0725;Zeeland;Westerschouwen;;Lijst;01-01-1961;"Burgh; Haamstede; Noordwelle; Renesse; Serooskerke (Schouwen)";01-01-1997;Schouwen-Duiveland;
10931;0726;Zeeland;Westkapelle;"Westkapelle Binnen en Buiten en Sirpoppekerke; Westkapelle c.a.";Lijst;01-01-1816;"Westkapelle-Binnen; Westkapelle-Buiten en Sirpoppekerke";01-01-1997;Veere;
10931;;Zeeland;Westkapelle-Binnen;;Lijst;;;01-01-1816;Westkapelle;
10294;;Zeeland;Westkapelle-Buiten en Sirpoppekerke;;Lijst;;;01-01-1816;Westkapelle;
10889;;Zeeland;Westkerke;;Lijst;;;01-01-1816;Scherpenisse;
10695;0631;Zuid-Holland;Westmaas;Westmaas en Groep;Lijst;01-04-1817;Mijnsheerenland;01-01-1984;Binnenmaas;
10500;1395;Zeeland;West-Souburg;West Souburg;Lijst;;;01-01-1835;Oost- en West-Souburg;
11101;0460;Noord-Holland;Westwoud;"Oudijk, Westwoud en Binnenwijzend; Westwoud, Oudijk en Binnenwijzend";Lijst;01-05-1817;Hoogkarspel;01-01-1979;Bangert;
11381;0461;Noord-Holland;Westzaan;Westzaan en Knollendam;Lijst;;;01-01-1974;Zaanstad;
10939;;Gelderland;Weurt;;Lijst;;;01-01-1818;Beuningen;
11353;1396;Zuid-Holland;Wieldrecht;Wieldrecht en Louisapolder;Lijst;01-04-1817;Dubbeldam;15-04-1857;Dubbeldam;
11277;0462;Noord-Holland;Wieringen;;Lijst;;;01-01-2012;Hollands Kroon;
10239;0463;Noord-Holland;Wieringermeer;;Lijst;01-07-1941;Wieringermeer, Openbaar Lichaam De;01-01-2012;Hollands Kroon;
10239;0463;Noord-Holland;Wieringermeer, Openbaar Lichaam De;;Lijst;01-01-1938;Inpoldering;01-07-1941;Wieringermeer;
11164;0464;Noord-Holland;Wieringerwaard;;Lijst;;;01-08-1970;Barsingerhorn;
10631;0469;Noord-Holland;Wijdenes;Wijdenes en Oosterleek;Lijst;01-05-1817;Schellinkhout;01-08-1970;Venhuizen;
10434;0470;Noord-Holland;Wijdewormer;Wijde Wormer;Lijst;01-05-1817;Jisp;01-01-1991;Wormerland;
10888;0190;Overijssel;Wijhe;Wije;Lijst;;;01-01-2001;Olst;
10753;0135;Drenthe;Wijk, De De Wijk;;Lijst;;;01-01-1998;Wolden, De De Wolden;
11366;1229;Noord-Holland;Wijk aan Zee en Duin;"Wijk aan Duin en Zee; Wijk aan Zee; Wijk-aan-Zee";Lijst;01-05-1817;Beverwijk;01-05-1936;Beverwijk;
11084;0876;Noord-Brabant[2];Wijk en Aalburg;"Wijk (Noord-Brabant); Wijk c.a.";Lijst;;;01-01-1973;Aalburg;Viel van 19-09-1814 tot 10-02-1815 onder Zuid-Holland
10131;0991;Limburg;Wijlre;"Wielree; Wylre";Lijst;;;01-01-1982;Gulpen;
10992;0992;Limburg;Wijnandsrade;;Lijst;;;01-01-1982;Nuth;
10263;0634;Zuid-Holland;Wijngaarden;Wijngaarden en Ruibroek;Lijst;01-04-1817;Bleskensgraaf;01-01-1986;Graafstroom;
10825;1225 (051);Groningen;Wildervank;;Lijst;;;01-01-1969;"Stadskanaal; Veendam";
10827;0872;Noord-Brabant;Willemstad;Willemstad;Lijst;;;01-01-1997;Zevenbergen;
10758;0349;Utrecht;Willeskop;"Willescop; Willeskoop; Willeskop en Kortheeswijk";Lijst;01-01-1818;Montfoort;01-01-1989;Montfoort;
10368;1226;Utrecht;Willige Langerak;"Willege Langerak; Willigelangerak; Willige-Langerak";Lijst;01-01-1818;Jaarsveld;01-01-1943;Lopik;
10365;0350;Utrecht;Wilnis;Wilnis en Westveen;Lijst;;;01-01-1989;Ronde Venen, De De Ronde Venen;
11388;;Gelderland;Wilp;;Lijst;01-01-1812;Voorst (deels);01-01-1818;Voorst;
10194;1227;Overijssel;Wilsum;Wilsem;Lijst;;;01-01-1937;IJsselmuiden;
10725;1397;Noord-Holland;Wimmenum;;Lijst;01-05-1817;Bergen (Noord-Holland);08-09-1857;Egmond-Binnen;
10803;;Groningen;Windeweer;Windeweer en Lula;Lijst;;;01-08-1821;Hoogezand;
10923;0465;Noord-Holland;Winkel;;Lijst;;;01-08-1970;Niedorp;
10453;0052;Groningen;Winschoten;;Lijst;;;01-01-2010;Oldambt;
11385;;Gelderland;Winssen;;Lijst;;;01-01-1818;Ewijk;
11135;0053;Groningen;Winsum;;Lijst;;;01-01-2019;"Het Hogeland; Westerkwartier";
10738;;Friesland;Wirdum;;Lijst;01-01-1812;;01-10-1816;Leeuwarderadeel;
10318;0295;Gelderland;Wisch;;Lijst;01-01-1818;"Terborg; Varsseveld";01-01-2005;Oude IJsselstreek;
11436;;Zeeland;Wissekerke (Zuid-Beveland);;Lijst;;;01-01-1816;Heer Hendrikskinderen, 's 's-Heer Hendrikskinderen;
10243;"0727 (Wissenkerke); 1253 (Wissekerke)";Zeeland;Wissenkerke;"Wissekerke; Wissekerke c.a.; Wissenkerke, Geersdijk, 's-Gravenhoek en Kampensnieuwland";Lijst;;;01-01-1995;Noord-Beveland;
10454;;Friesland;Witmarsum;;Lijst;;;01-10-1816;Wonseradeel;
11371;0990;Limburg;Wittem;;Lijst;;;01-01-1999;Gulpen-Wittem;
10894;1228;Noord-Brabant;Woensel;"Woensel c.a.; Woensel en Eckart";Lijst;;;01-01-1920;Eindhoven;
10818;0466;Noord-Holland;Wognum;"Wognum c.a.; Wognum en Wadwei";Lijst;;;01-01-2007;Medemblik;
10543;0728;Zeeland;Wolphaartsdijk;"Wolfaartsdijk; Wolfertsdijk";Lijst;;;01-01-1970;Goes;
11055;;Friesland;Wolvega;;Lijst;01-01-1812;;01-10-1816;Weststellingwerf;
11290;;Friesland;Wommels;;Lijst;01-01-1812;;01-10-1816;Hennaarderadeel;
10454;0099;Friesland;Wonseradeel;Wonzeradeel;Lijst;01-10-1816;"Arum; Makkum; Tjerkwerd; Witmarsum";01-01-1987;Wûnseradiel (naamswijziging);
10768;0100;Friesland;Workum;;Lijst;;;01-01-1984;Nijefurd;
10648;0467;Noord-Holland;Wormer;Wormer en Engewormer;Lijst;;;01-01-1991;Wormerland;
10361;0468;Noord-Holland;Wormerveer;;Lijst;;;01-01-1974;Zaanstad;
10461;0633;Zuid-Holland;Woubrugge;"Esselijker- en Jacobswoude; Woubrugge, Esselijkerwoude en Jakobswoude";Lijst;;;01-01-1991;Jacobswoude;
11446;;Zuid-Holland;Woud, 't 't Woud;;Lijst;;;01-04-1817;"Groeneveld; Hof van Delft; Hoog en Woud Harnasch";
10282;0874;Noord-Brabant;Woudrichem;;Lijst;;;01-01-2019;Altena;Viel van 19-09-1814 tot 10-02-1815 onder Zuid-Holland
11427;;Friesland;Woudsend;;Lijst;01-01-1812;;01-10-1816;Wymbritseradeel;
10808;0875;Noord-Brabant;Wouw;;Lijst;;;01-01-1997;Roosendaal;
10817;1398;Utrecht;Wulverhorst;Wulverhorst, Kromwijk en de Haar;Lijst;01-01-1818;Linschoten;08-09-1857;Linschoten;
10454;0710;Friesland;Wûnseradiel;;Lijst;01-01-1987;Wonseradeel (naamswijziging);01-01-2011;Súdwest-Fryslân;
11427;0101;Friesland;Wymbritseradeel;"Wiembritseradeel; Wijmbritseradeel";Lijst;01-10-1816;"Heeg; Nijland; Woudsend";01-01-1986;Wymbritseradiel (naamswijziging);
11427;0683;Friesland;Wymbritseradiel;;Lijst;01-01-1986;Wymbritseradeel (naamswijziging);01-01-2011;Súdwest-Fryslân;
11247;0729;Zeeland;Yerseke;"Ierseke; IJerseke";Lijst;;;01-01-1970;Reimerswaal;
11173;0731;Zeeland[2];Zaamslag;;Lijst;;;01-04-1970;Terneuzen;Viel van 14-02-1814 tot 28-04-1814 onder speciaal bestuur, daarna tot 19-09-1814 onder Brabant
11044;0471;Noord-Holland;Zaandam;;Lijst;1811;Oost- en Westzaandam;01-01-1974;Zaanstad;
11404;0472;Noord-Holland;Zaandijk;;Lijst;;;01-01-1974;Zaanstad;
10633;1232;Overijssel;Zalk en Veecaten;"Zalk; Zalk en Veekaten";Lijst;;;01-01-1937;IJsselmuiden;
10956;0054;Groningen;Zandt, 't 't Zandt;'t Zand;Lijst;;;01-01-1990;Loppersum;
10003;;Gelderland;Zeddam;;Lijst;;;01-01-1821;Bergh;
10618;0707;Zuid-Holland;Zederik;;Lijst;01-01-1986;"Ameide; Hei- en Boeicop; Leerbroek; Lexmond; Meerkerk; Nieuwland; Tienhoven";01-01-2019;Vijfheerenlanden;
10759;0877;Noord-Brabant;Zeeland (Noord-Brabant);;Lijst;;;01-01-1994;Landerd;
10096;1233;Noord-Brabant;Zeelst;;Lijst;;;01-05-1921;Veldhoven;
11121;0478;Noord-Holland;Zeevang;;Lijst;01-08-1970;"Beets; Kwadijk; Middelie; Oosthuizen; Warder";01-01-2016;Edam-Volendam;
10949;0354;Utrecht[2];Zegveld;;Lijst;;;01-01-1989;Woerden;Viel van 19-09-1814 tot 01-04-1817 onder twee provincies (gebied Rietveld viel onder Zuid-Holland)
10185;1234;Zuid-Holland;Zegwaart;Zegwaard;Lijst;;;01-05-1935;Zoetermeer;
11159;0298;Gelderland;Zelhem;;Lijst;;;01-01-2005;Bronckhorst;
10329;1235;Noord-Brabant;Zesgehuchten;Zes Gehuchten;Lijst;;;01-05-1921;Geldrop;
10046;0878;Noord-Brabant;Zevenbergen;;Lijst;;;01-04-1998;Moerdijk (naamswijziging);
11151;1399;Utrecht[2];Zevender;;Lijst;01-04-1817;Polsbroek (Oud) (deels);08-09-1857;Willige Langerak;Viel tot 01-01-1821 onder Zuid-Holland
11317;0635;Zuid-Holland[2];Zevenhoven;"Zevenhoven en half Noorden; Zevenhoven en Noorden";Lijst;;;01-01-1991;Nieuwveen;Viel tot 19-09-1814 onder Utrecht
11377;0636;Zuid-Holland;Zevenhuizen;;Lijst;;;01-01-1991;Moerhuizen;
11377;1666;Zuid-Holland;Zevenhuizen-Moerkapelle;;Lijst;01-02-1992;Moerhuizen (naamswijziging);01-01-2010;Zuidplas;
10843;0732;Zeeland;Zierikzee;Zieriksee;Lijst;;;01-01-1997;Schouwen-Duiveland;
10004;0476;Noord-Holland;Zijpe;;Lijst;;;01-01-2013;Schagen;
10897;0300;Gelderland;Zoelen;;Lijst;;;01-01-1978;Buren;
10040;1236;Zeeland;Zonnemaire;Zonnemere;Lijst;;;01-01-1961;Brouwershaven;
10779;1237 (733);Zeeland;Zoutelande;"Zoutelande c.a.; Zoutelande, Sintjanskerke en Boudewijnskerke";Lijst;;;01-07-1966;Valkenisse (Walcheren);
11231;1400;Zuid-Holland;Zouteveen;;Lijst;01-04-1817;Vlaardingen;01-09-1855;Vlaardinger-Ambacht;
11311;0474;Noord-Holland;Zuid- en Noord-Schermer;"Noord- en Zuid-Schermer; Schermer; Zuid en Noord Schermer; Zuid- en Noordschermer";Lijst;;;01-08-1970;Schermer;
10917;0639;Zuid-Holland;Zuid-Beijerland;"Zuid Beijerland; Zuidbeierland; Zuidbeijerland";Lijst;;;01-01-1984;Korendijk;
11282;1240;Groningen;Zuidbroek (Groningen);;Lijst;;;01-07-1965;Oosterbroek;
10751;1402;Zuid-Holland;Zuidbroek (Zuid-Holland);;Lijst;01-04-1817;Berkenwoude;19-08-1857;Bergambacht;
11087;0734;Zeeland[2];Zuiddorpe;;Lijst;;;01-04-1970;Axel;Viel van 14-02-1814 tot 28-04-1814 onder speciaal bestuur, daarna tot 19-09-1814 onder Brabant
10021;0056;Groningen;Zuidhorn;;Lijst;;;01-01-2019;Westerkwartier;
10018;0996;Geen;Zuidelijke IJsselmeerpolders, Openbaar Lichaam;;Lijst;10-11-1955;Inpoldering;01-01-1984;"Almere; Zeewolde";
10316;0640;Zuid-Holland;Zuidland;Zuidland en Velgersdijk;Lijst;;;01-01-1980;Bernisse;
10002;0136;Drenthe;Zuidlaren;;Lijst;;;01-12-1999;Tynaarlo (naamswijziging);
